Dataset 1: Glass
K-NN Classifier Fold 1:
k=1
Accuracy: 84.62
   Actual  Predicted
46    democrat  republican
47  republican  republican
48    democrat    democrat
49  republican  republican
50    democrat    democrat
51  republican  republican
52    democrat    democrat
53    democrat    democrat
54    democrat    democrat
55  republican  republican
56    democrat    democrat
57  republican  republican
58  republican  republican
59  republican  republican
60    democrat    democrat
61    democrat    democrat
62    democrat    democrat
63  republican  republican
64  republican  republican
65  republican  republican
66    democrat    democrat
67  republican  republican
68    democrat    democrat
69    democrat    democrat
70    democrat  republican
71  republican  republican
72    democrat    democrat
73  republican  republican
74  republican  republican
75  republican  republican
76    democrat    democrat
77    democrat    democrat

K-NN Classifier Fold 3:
k=3
Accuracy: 93.67
        Actual   Predicted
0     democrat    democrat
1   republican  republican
2     democrat    democrat
3   republican  republican
4     democrat  republican
5   republican  republican
6   republican  republican
7     democrat    democrat
8     democrat    democrat
9     democrat    democrat
10  republican  republican
11    democrat    democrat
12  republican  republican
13    democrat    democrat
14    democrat    democrat
15    democrat    democrat
16  republican  republican
17  republican  republican
18  republican  republican
19    democrat    democrat
20    democrat    democrat
21  republican  republican
22  republican  republican
23  republican  republican
24    democrat    democrat
25    democrat    democrat
26  republican  republican
27    democrat    democrat
28    democrat    democrat
29    democrat    democrat
30    democrat  republican
31    democrat    democrat
32    democrat    democrat
33  republican  republican
34  republican  republican
35  republican  republican
36  republican  republican
37    democrat    democrat
38    democrat  republican
39    democrat    democrat
40    democrat    democrat
41  republican  republican
42    democrat    democrat
43    democrat  republican
44  republican  republican
45  republican  republican
46    democrat    democrat
47    democrat    democrat
48    democrat    democrat
49    democrat    democrat
50  republican  republican
51  republican  republican
52    democrat    democrat
53    democrat    democrat
54    democrat    democrat
55  republican  republican
56    democrat    democrat
57  republican  republican
58    democrat    democrat
59    democrat    democrat
60  republican  republican
61    democrat    democrat
62    democrat    democrat
63    democrat    democrat
64    democrat    democrat
65    democrat  republican
66    democrat    democrat
67  republican  republican
68  republican  republican
69  republican  republican
70    democrat    democrat
71    democrat    democrat
72  republican  republican
73    democrat    democrat
74  republican  republican
75    democrat    democrat
76  republican  republican
77    democrat    democrat
78    democrat    democrat

K-NN Classifier Fold 4:
k=3
Accuracy: 91.03
        Actual   Predicted
0   republican  republican
1     democrat    democrat
2     democrat    democrat
3   republican  republican
4   republican  republican
5     democrat    democrat
6   republican  republican
7   republican    democrat
8     democrat    democrat
9     democrat    democrat
10  republican  republican
11  republican  republican
12  republican  republican
13    democrat    democrat
14    democrat    democrat
15  republican  republican
16    democrat    democrat
17    democrat  republican
18  republican  republican
19  republican  republican
20    democrat    democrat
21    democrat    democrat
22    democrat    democrat
23    democrat    democrat
24    democrat    democrat
25    democrat    democrat
26    democrat    democrat
27  republican  republican
28  republican  republican
29    democrat    democrat
30    democrat    democrat
31    democrat    democrat
32    democrat    democrat
33    democrat    democrat
34    democrat  republican
35    democrat    democrat
36    democrat    democrat
37  republican  republican
38    democrat    democrat
39  republican  republican
40    democrat    democrat
41  republican    democrat
42  republican  republican
43  republican  republican
44  republican  republican
45  republican  republican
46  republican  republican
47    democrat    democrat
48  republican  republican
49  republican  republican
50  republican  republican
51    democrat    democrat
52    democrat    democrat
53    democrat    democrat
54    democrat    democrat
55    democrat    democrat
56    democrat    democrat
57  republican  republican
58    democrat    democrat
59    democrat    democrat
60  republican  republican
61    democrat    democrat
62    democrat    democrat
63    democrat  republican
64    democrat    democrat
65  republican    democrat
66    democrat    democrat
67    democrat    democrat
68    democrat    democrat
69    democrat    democrat
70    democrat    democrat
71    democrat    democrat
72  republican  republican
73  republican  republican
74    democrat    democrat
75  republican    democrat
76  republican  republican
77    democrat    democrat

K-NN Classifier Fold 5:
k=3
Accuracy: 85.9
        Actual   Predicted
0   republican  republican
1   republican  republican
2     democrat  republican
3     democrat    democrat
4   republican  republican
5     democrat    democrat
6     democrat    democrat
7     democrat  republican
8   republican  republican
9   republican  republican
10  republican  republican
11  republican  republican
12    democrat    democrat
13    democrat    democrat
14    democrat    democrat
15  republican  republican
16    democrat    democrat
17    democrat    democrat
18    democrat    democrat
19  republican    democrat
20    democrat    democrat
21    democrat  republican
22    democrat  republican
23    democrat    democrat
24    democrat    democrat
25    democrat    democrat
26    democrat    democrat
27    democrat    democrat
28    democrat    democrat
29    democrat    democrat
30  republican  republican
31    democrat    democrat
32  republican  republican
33    democrat  republican
34  republican  republican
35  republican  republican
36    democrat    democrat
37    democrat  republican
38    democrat    democrat
39    democrat    democrat
40    democrat    democrat
41    democrat    democrat
42    democrat    democrat
43  republican  republican
44    democrat    democrat
45    democrat    democrat
46    democrat    democrat
47  republican  republican
48    democrat    democrat
49    democrat    democrat
50  republican  republican
51    democrat    democrat
52  republican  republican
53  republican  republican
54  republican  republican
55  republican  republican
56    democrat    democrat
57    democrat    democrat
58    democrat    democrat
59  republican  republican
60    democrat  republican
61  republican  republican
62  republican  republican
63    democrat    democrat
64  republican  republican
65    democrat    democrat
66    democrat    democrat
67  republican  republican
68  republican  republican
69    democrat    democrat
70  republican  republican
71    democrat  republican
72    democrat    democrat
73    democrat    democrat
74    democrat    democrat
75    democrat    democrat
76    democrat  republican
77    democrat  republican


Dataset 3: Vote
K-NN Classification Accuracy:92.3369036027264

ENN Classifier Fold 1:
k=5
Accuracy: 91.14
        Actual   Predicted
0     democrat    democrat
1   republican  republican
2     democrat    democrat
3     democrat    democrat
4   republican  republican
5     democrat    democrat
6     democrat    democrat
7     democrat    democrat
8     democrat    democrat
9     democrat    democrat
10    democrat    democrat
11    democrat    democrat
12    democrat    democrat
13  republican  republican
14    democrat    democrat
15    democrat    democrat
16    democrat  republican
17    democrat    democrat
18  republican  republican
19  republican  republican
20    democrat    democrat
21  republican  republican
22  republican  republican
23    democrat    democrat
24  republican  republican
25    democrat    democrat
26    democrat    democrat
27    democrat    democrat
28    democrat    democrat
29  republican  republican
30    democrat    democrat
31    democrat    democrat
32  republican    democrat
33    democrat    democrat
34    democrat    democrat
35  republican  republican
36  republican  republican
37  republican  republican
38  republican  republican
39  republican  republican
40    democrat    democrat
41    democrat    democrat
42    democrat    democrat
43    democrat    democrat
44  republican  republican
45    democrat    democrat
46    democrat  republican
47  republican  republican
48    democrat    democrat
49  republican  republican
50    democrat    democrat
51    democrat    democrat
52  republican    democrat
53    democrat    democrat
54    democrat    democrat
55    democrat    democrat
56    democrat    democrat
57    democrat    democrat
58  republican  republican
59    democrat    democrat
60    democrat    democrat
61    democrat    democrat
62  republican  republican
63  republican  republican
64    democrat    democrat
65    democrat    democrat
66  republican  republican
67  republican    democrat
68    democrat    democrat
69    democrat    democrat
70  republican  republican
71  republican  republican
72  republican  republican
73  republican  republican
74    democrat  republican
75  republican  republican
76  republican    democrat
77  republican  republican
78    democrat    democrat

ENN Classifier Fold 2:
k=5
Accuracy: 87.18
        Actual   Predicted
0     democrat    democrat
1   republican  republican
2     democrat    democrat
3   republican    democrat
4     democrat  republican
5     democrat  republican
6     democrat    democrat
7   republican  republican
8     democrat    democrat
9   republican  republican
10  republican  republican
11    democrat    democrat
12    democrat    democrat
13    democrat    democrat
14    democrat    democrat
15    democrat    democrat
16  republican  republican
17    democrat    democrat
18  republican  republican
19  republican  republican
20    democrat    democrat
21  republican  republican
22    democrat    democrat
23  republican  republican
24  republican  republican
25  republican  republican
26    democrat    democrat
27    democrat    democrat
28    democrat    democrat
29    democrat    democrat
30    democrat  republican
31  republican  republican
32    democrat    democrat
33  republican  republican
34  republican  republican
35    democrat    democrat
36  republican  republican
37    democrat    democrat
38  republican  republican
39    democrat  republican
